problemId,level,averageTries,tags
2462,17,3.0,
2463,16,3.1795,"data_structures,disjoint_set,"
2464,15,3.7534,"bitmask,greedy,math,"
2465,18,1.6718,"binary_search,data_structures,segtree,"
2466,22,5.1,"binary_search,data_structures,deque,dp,dp_deque,parametric_search,"
2467,11,2.726,"binary_search,two_pointer,"
2468,10,2.9053,"bfs,bruteforcing,dfs,graphs,graph_traversal,"
2469,11,2.5764,"implementation,string,"
2470,11,3.2831,"binary_search,sorting,two_pointer,"
2471,19,2.619,"data_structures,priority_queue,string,tree_set,"
2472,20,4.7097,"coordinate_compression,data_structures,dijkstra,graphs,segtree,"
2473,13,3.7428,"binary_search,sorting,two_pointer,"
2474,19,2.8302,"greedy,"
2475,1,1.3337,"implementation,arithmetic,math,"
2476,3,1.8412,"arithmetic,implementation,math,"
2477,9,2.7111,"geometry,implementation,math,"
2478,16,6.1635,"implementation,"
2479,12,2.6291,"bfs,graphs,graph_traversal,"
2480,2,2.0955,"arithmetic,case_work,implementation,math,"
2481,14,3.6423,"bfs,graphs,graph_traversal,"
2482,13,2.8898,"dp,"
2483,25,36.3333,"dfs,graphs,graph_traversal,greedy,trees,"
2484,4,2.4455,"case_work,implementation,math,"
2485,7,2.1887,"euclidean,math,number_theory,"
2486,19,3.44,"constructive,"
2487,12,2.5768,"euclidean,math,number_theory,permutation_cycle_decomposition,"
2488,18,2.7925,"dp,parametric_search,prefix_sum,"
2489,25,4.3333,"ad_hoc,graphs,greedy,implementation,trees,"
2490,3,1.7506,"implementation,"
2491,7,2.9687,"dp,implementation,"
2492,13,5.6313,"bruteforcing,"
2493,11,3.1589,"data_structures,stack,"
2494,16,2.6522,"dp,"
2495,4,2.1225,"string,"
2496,18,6.746,"bruteforcing,geometry,"
2497,17,2.6923,
2498,18,3.5946,"case_work,greedy,"
2499,15,3.2034,"dp,knapsack,prefix_sum,"
2500,18,3.2206,"exponentiation_by_squaring,math,"
2501,3,2.0359,"bruteforcing,math,"
2502,10,1.9141,"bruteforcing,dp,math,"
2503,8,2.1128,"bruteforcing,implementation,"
2504,10,3.3554,"data_structures,implementation,stack,"
2505,16,3.8934,"ad_hoc,implementation,"
2506,3,1.2973,"arithmetic,implementation,math,"
2507,18,2.0462,"dp,"
2508,6,2.2561,"bruteforcing,implementation,"
2509,9,3.8571,
2511,4,2.4146,"implementation,"
2512,8,2.8567,"binary_search,parametric_search,"
2513,13,2.7701,"greedy,sorting,"
2514,17,2.1873,"implementation,math,"
2515,14,2.9818,"binary_search,dp,sorting,"
2516,17,2.4703,"constructive,greedy,implementation,"
2517,17,2.1826,"coordinate_compression,data_structures,segtree,"
2518,16,1.9595,"dp,"
2519,21,2.2939,"2_sat,geometry,graphs,line_intersection,scc,"
2520,4,2.2642,"arithmetic,implementation,math,"
2522,3,1.1883,"implementation,"
2523,3,1.3891,"implementation,"
2524,11,6.55,"geometry,"
2525,3,2.5803,"arithmetic,math,"
2526,5,2.4711,"implementation,"
2527,10,3.3389,"case_work,geometry,math,"
2528,13,2.6145,"implementation,math,simulation,"
2529,10,1.8161,"backtracking,bruteforcing,"
2530,2,2.1531,"arithmetic,math,"
2531,10,2.6899,"bruteforcing,two_pointer,"
2532,17,3.4832,"binary_search,lis,sorting,"
2533,13,2.7287,"dp,dp_tree,trees,"
2534,21,4.7167,"graphs,greedy,topological_sorting,"
2535,6,1.6929,"implementation,sorting,"
2536,15,3.6965,"bfs,geometry,graphs,graph_traversal,line_intersection,"
2537,22,2.5455,"case_work,dp,"
2538,16,6.0714,"implementation,"
2539,13,3.1005,"binary_search,"
2540,19,4.0128,"ad_hoc,implementation,simulation,"
2541,14,4.2337,"math,"
2542,21,3.9,"geometry,"
2543,17,1.8867,"binary_search,dp,sorting,"
2544,20,4.1136,"bipartite_matching,"
2545,6,3.6737,"arithmetic,math,"
2546,5,3.1368,"arithmetic,implementation,math,"
2547,3,2.4927,"arbitrary_precision,arithmetic,math,"
2548,8,2.1843,"bruteforcing,sorting,"
2549,18,2.9433,"backtracking,bidirectional_search,graphs,mitm,"
2550,13,2.2592,"dp,lis,"
2551,12,4.4447,"math,sorting,"
2552,19,2.5301,"bitmask,dp,mitm,"
2553,9,3.1079,"math,number_theory,"
2554,19,2.9059,"arbitrary_precision,math,number_theory,"
2557,1,2.5304,"implementation,"
2558,1,1.3735,"implementation,arithmetic,math,"
2559,8,2.7793,"prefix_sum,sliding_window,two_pointer,"
2560,13,3.0852,"dp,prefix_sum,"
2561,21,4.0696,"ad_hoc,backtracking,bruteforcing,implementation,"
2562,3,2.1881,"implementation,"
2563,6,1.4971,"implementation,"
2564,10,1.9561,"case_work,implementation,"
2565,11,2.1259,"dp,"
2566,3,2.3718,"implementation,"
2567,7,2.2626,"implementation,"
2568,16,2.529,"lis,"
2569,20,2.2676,"greedy,permutation_cycle_decomposition,"
2570,19,1.9048,"bipartite_matching,"
2571,13,1.943,"implementation,prefix_sum,"
2572,13,2.6404,"dp,graphs,graph_traversal,"
2573,12,3.8921,"bfs,dfs,graphs,graph_traversal,implementation,"
2574,22,5.3646,"data_structures,divide_and_conquer,smaller_to_larger,trees,tree_set,"
2575,12,2.7826,"math,number_theory,"
2576,3,1.7876,"implementation,math,"
2577,4,1.6918,"arithmetic,implementation,math,"
2578,7,2.2034,"implementation,simulation,"
2579,8,2.9697,"dp,"
2580,12,3.7209,"backtracking,"
2581,4,2.5528,"primality_test,number_theory,math,"
2583,10,1.7438,"bfs,dfs,graphs,graph_traversal,"
2584,22,3.6712,"dp,dp_tree,trees,"
2585,14,3.108,"bfs,binary_search,graphs,graph_traversal,parametric_search,"
2586,24,2.0616,"dp,greedy,"
2587,4,1.6035,"arithmetic,implementation,math,sorting,"
2588,3,2.1034,"arithmetic,math,"
2589,11,2.6578,"bfs,bruteforcing,graphs,graph_traversal,"
2590,12,4.3701,"case_work,greedy,"
2591,11,3.2263,"dp,"
2592,4,1.5504,"implementation,math,"
2593,16,4.3133,"bfs,graphs,graph_traversal,"
2594,8,2.9287,"implementation,sweeping,"
2595,20,3.5,"bfs,graphs,graph_traversal,math,number_theory,"
2596,5,1.8156,"implementation,string,"
2597,8,2.2179,"implementation,"
2598,18,2.0357,"bruteforcing,implementation,"
2599,8,2.6936,"bruteforcing,implementation,"
2600,12,1.3,"dp,game_theory,"
2601,20,3.6504,"data_structures,lazyprop,segtree,sweeping,"
2602,12,2.0263,"dp,"
2603,17,5.8333,"constructive,greedy,implementation,"
2604,22,29.5,
2605,4,1.4468,"data_structures,implementation,"
2606,8,2.1844,"graphs,graph_traversal,bfs,dfs,"
2607,8,3.6128,"implementation,string,"
2608,11,2.0,"implementation,math,string,"
2609,5,1.7262,"euclidean,math,number_theory,"
2610,14,3.4915,"data_structures,disjoint_set,floyd_warshall,graphs,graph_traversal,"
2611,14,2.9109,"dp,graphs,topological_sorting,"
2612,17,2.7769,"dp,"
2613,14,3.7262,"binary_search,dp,greedy,parametric_search,"
2614,25,35.5,"backtracking,gaussian_elimination,linear_algebra,math,"
2615,10,5.1559,"bruteforcing,implementation,"
2616,13,2.2397,"dp,prefix_sum,"
2617,12,2.9781,"dfs,floyd_warshall,graphs,graph_traversal,"
2618,17,2.9578,"dp,"
2619,16,2.8929,"binary_search,coordinate_compression,graphs,graph_traversal,implementation,sorting,"
2620,18,2.0769,"bfs,coordinate_compression,dfs,graphs,graph_traversal,implementation,"
2621,8,2.7824,"implementation,"
2622,5,2.1747,"math,"
2623,13,1.9806,"graphs,topological_sorting,"
2624,11,2.0471,"dp,"
2625,19,3.3051,"bfs,dp,graphs,graph_traversal,"
2626,21,4.6071,"geometry,heuristics,min_enclosing_circle,"
2628,6,1.7988,"sorting,"
2629,13,3.0664,"dp,knapsack,"
2630,9,1.444,"divide_and_conquer,recursion,"
2631,12,1.5392,"dp,"
2632,14,2.8436,"binary_search,prefix_sum,"
2633,16,4.4773,"bfs,graphs,graph_traversal,implementation,"
2635,6,2.6586,"bruteforcing,math,"
2636,12,1.8372,"bfs,graphs,graph_traversal,implementation,simulation,"
2637,14,2.0791,"dp,graphs,topological_sorting,"
2638,13,2.1644,"bfs,dfs,graphs,graph_traversal,implementation,simulation,"
2641,9,1.6641,"implementation,"
2642,16,2.4409,"bruteforcing,dfs,graphs,graph_traversal,implementation,"
2643,12,2.8649,"dp,sorting,"
2644,9,2.0264,"graphs,graph_traversal,bfs,dfs,"
2645,16,2.0814,"bfs,dijkstra,graphs,graph_traversal,"
2646,20,5.6667,"backtracking,"
2647,18,2.3267,"dp,"
2648,13,2.9,"bruteforcing,implementation,simulation,"
2650,12,2.648,"geometry,implementation,"
2651,12,4.6689,"dp,"
2652,15,5.6897,"implementation,"
2653,12,2.6172,"graphs,implementation,"
2654,16,3.6471,"backtracking,"
2655,13,2.7091,"dp,"
2658,15,4.1367,"implementation,"
2659,8,2.446,"bruteforcing,implementation,sorting,"
2660,11,1.8165,"bfs,floyd_warshall,graphs,graph_traversal,"
2661,12,2.0055,"backtracking,"
2662,14,2.562,"dp,knapsack,"
2663,17,3.0,"bfs,geometry,graphs,graph_traversal,implementation,"
2664,21,3.3784,"geometry,implementation,"
2665,12,1.7722,"0_1_bfs,bfs,dijkstra,graphs,graph_traversal,"
2666,11,1.8533,"bruteforcing,dp,"
2667,10,2.3885,"bfs,dfs,graphs,graph_traversal,"
2668,11,2.1989,"dfs,graphs,graph_traversal,"
2669,6,1.3204,"implementation,"
2670,7,2.796,"bruteforcing,dp,"
2671,11,2.4663,"regex,string,"
2672,14,3.4667,"sweeping,"
2673,17,2.4115,"dp,"
2674,19,3.9,"backtracking,implementation,"
2675,4,1.9849,"implementation,string,"
2676,9,1.3368,"math,"
2677,8,1.5455,"implementation,parsing,string,"
2678,7,1.9615,"implementation,math,"
2679,18,2.7361,"dijkstra,flow,graphs,graph_traversal,"
2681,15,2.0,"geometry,line_intersection,math,"
2682,14,1.8537,"combinatorics,math,"
2684,5,1.1828,"implementation,string,"
2685,8,1.747,"implementation,math,"
2686,13,2.5625,"implementation,string,"
2687,11,3.0,
2688,10,1.9151,"dp,"
2690,12,4.8462,"data_structures,parsing,regex,stack,string,"
2691,13,6.2941,
2692,17,5.6667,"geometry,"
2693,5,1.3016,"sorting,"
2694,13,2.3595,"bruteforcing,math,number_theory,prefix_sum,"
2695,14,1.5327,"dp,"
2696,14,2.0248,"data_structures,priority_queue,"
2697,9,1.6083,"greedy,string,"
2698,12,1.3129,"dp,"
2699,16,1.7906,"convex_hull,geometry,"
2700,15,3.0,"bruteforcing,geometry,"
2701,14,1.7619,"bfs,bitmask,graphs,graph_traversal,"
2702,4,1.3554,"arithmetic,bruteforcing,math,number_theory,"
2704,4,1.3029,"implementation,"
2705,10,1.3398,"dp,recursion,"
2708,13,2.4815,"implementation,parsing,string,"
2709,18,1.2212,"arbitrary_precision,exponentiation_by_squaring,math,number_theory,"
2710,16,1.2,"calculus,geometry,math,"
2711,4,1.4579,"implementation,string,"
2712,3,1.5212,"arithmetic,implementation,math,"
2713,9,3.95,"implementation,"
2714,6,2.7582,"implementation,string,"
2715,12,1.88,"constructive,greedy,implementation,"
2716,9,2.6772,"data_structures,stack,trees,"
2718,15,1.5249,"bitmask,dp,"
2720,3,1.3584,"arithmetic,greedy,math,"
2721,3,1.2961,"implementation,math,"
2723,13,1.4423,"bitmask,combinatorics,dp,dp_bitfield,math,"
2724,18,6.5,"data_structures,implementation,parsing,stack,string,"
2725,9,1.9328,"euclidean,math,number_theory,prefix_sum,"
2726,16,2.8125,"constructive,math,"
2727,17,1.748,"constructive,greedy,math,"
2728,16,2.8507,"dp,knapsack,"
2729,5,2.3487,"arithmetic,implementation,math,"
2730,10,3.4444,"bruteforcing,case_work,implementation,parsing,string,"
2731,16,2.3333,"backtracking,math,number_theory,"
2733,13,5.6343,"data_structures,implementation,simulation,stack,string,"
2734,12,1.3478,"geometry,math,"
2737,13,1.6207,"math,number_theory,"
2738,1,1.8171,"implementation,math,"
2739,1,1.9617,"implementation,math,"
2740,6,1.4494,"implementation,linear_algebra,math,"
2741,1,1.7609,"implementation,"
2742,2,1.453,"implementation,"
2743,1,1.2221,"implementation,string,"
2744,1,1.2916,"implementation,string,"
2745,4,1.8836,"implementation,string,math,"
2747,4,2.0452,"implementation,math,"
2748,5,2.4658,"dp,math,"
2749,14,2.5447,"exponentiation_by_squaring,math,"
2750,4,1.7267,"sorting,implementation,"
2751,6,3.2403,"sorting,"
2752,2,1.6339,"implementation,sorting,"
2753,1,1.9169,"implementation,arithmetic,math,"
2754,1,1.6841,"implementation,string,"
2755,5,2.7648,"arithmetic,implementation,math,"
2756,4,1.6288,"geometry,implementation,math,pythagoras,"
2757,8,1.5281,"implementation,math,string,"
2758,12,3.8851,"dp,"
2759,12,1.9286,"constructive,greedy,"
2761,15,1.4688,"geometry,geometry_3d,math,"
2762,19,6.0,"ad_hoc,case_work,geometry,implementation,"
2764,16,1.4762,"dp,"
2765,3,1.652,"arithmetic,math,"
2769,20,3.5217,"backtracking,implementation,parsing,string,"
2773,13,2.0476,"geometry,"
2774,4,1.3982,"implementation,"
2775,5,1.7569,"dp,implementation,math,"
2776,7,3.2569,"binary_search,data_structures,hash_set,sorting,"
2777,9,2.8656,"greedy,math,"
2778,13,2.9,"geometry,math,"
2779,14,2.0588,"dp,"
2780,10,2.3555,"dp,graphs,"
2782,18,7.9412,"bfs,bitmask,dp,dp_bitfield,graphs,graph_traversal,tsp,"
2783,3,1.523,"arithmetic,implementation,math,"
2784,9,2.292,"bruteforcing,implementation,"
2785,9,2.2737,"greedy,sorting,"
2786,14,2.9945,"greedy,sorting,"
2787,18,2.7364,"bipartite_matching,"
2788,21,8.7143,"cht,data_structures,lazyprop,merge_sort_tree,offline_queries,segtree,sorting,sqrt_decomposition,"
2789,4,1.3578,"implementation,string,"
2792,10,2.6339,"binary_search,parametric_search,"
2793,17,3.0813,"math,number_theory,"
2794,20,2.1481,"dp,"
2795,23,3.2881,"backtracking,dp,"
2796,16,2.0588,"geometry,implementation,"
2797,17,2.7111,"greedy,implementation,prefix_sum,"
2798,4,2.0825,"bruteforcing,"
2799,7,1.5517,"implementation,string,"
2800,11,2.7572,"bruteforcing,data_structures,stack,string,"
2802,18,3.0111,"binary_search,inclusion_and_exclusion,parametric_search,prefix_sum,"
2803,21,1.9737,"bitmask,dp,dp_bitfield,dp_sum_over_subsets,inclusion_and_exclusion,"
2804,5,1.8597,"implementation,string,"
2805,9,3.8777,"binary_search,parametric_search,"
2806,12,1.8703,"dp,"
2807,19,2.0667,"combinatorics,graphs,math,string,"
2808,18,3.8,
2809,20,5.9906,"aho_corasick,data_structures,string,trees,trie,"
2810,5,1.9531,"greedy,implementation,string,"
2811,7,3.1759,"bruteforcing,implementation,prefix_sum,simulation,"
2812,13,3.7616,"data_structures,greedy,stack,"
2813,17,3.087,"constructive,greedy,"
2814,21,4.4859,"binary_search,inclusion_and_exclusion,math,number_theory,primality_test,sieve,"
2816,5,2.3507,"constructive,implementation,"
2817,8,2.5858,"implementation,sorting,"
2818,12,2.734,"implementation,math,"
2819,14,2.6711,"binary_search,prefix_sum,"
2820,18,3.2396,"data_structures,euler_tour_technique,lazyprop,segtree,trees,"
2821,20,1.8462,
2822,6,1.3277,"sorting,"
2823,9,2.1917,"graphs,"
2824,10,3.6986,"implementation,math,number_theory,primality_test,"
2825,14,2.8417,"bitmask,math,"
2826,21,5.6429,"dp,prefix_sum,"
2827,20,2.0909,
2828,6,1.9956,"greedy,implementation,"
2829,13,2.5695,"prefix_sum,"
2830,13,3.0996,"bitmask,math,"
2831,12,2.9158,"greedy,sorting,two_pointer,"
2832,17,2.1912,"data_structures,divide_and_conquer,segtree,"
2833,22,3.1429,"ad_hoc,bitmask,math,number_theory,primality_test,sieve,"
2834,17,4.0,"ad_hoc,constructive,greedy,permutation_cycle_decomposition,"
2835,14,2.8226,"data_structures,lazyprop,prefix_sum,segtree,"
2836,13,2.6929,"sorting,sweeping,"
2837,24,3.5714,
2838,18,1.0,"dp,"
2839,7,2.7419,"dp,greedy,math,"
2840,7,4.4565,"implementation,simulation,"
2841,10,2.1644,"data_structures,stack,"
2842,17,4.1089,"bfs,binary_search,dfs,graphs,graph_traversal,two_pointer,"
2843,18,3.2798,"data_structures,disjoint_set,offline_queries,"
2844,24,5.2174,"splay_tree,trees,"
2845,2,1.3946,"implementation,arithmetic,math,"
2846,5,2.1677,"implementation,"
2847,7,1.8442,"greedy,"
2848,17,4.23,"graphs,topological_sorting,"
2849,20,3.7282,"data_structures,segtree,"
2850,25,2.4043,"dp,dp_connection_profile,"
2851,5,2.4337,"bruteforcing,implementation,prefix_sum,"
2852,8,2.4076,"implementation,string,"
2853,10,1.7758,"greedy,math,number_theory,"
2854,13,2.3452,"dp,"
2855,18,2.7,"binary_search,prefix_sum,"
2857,3,1.9959,"string,implementation,"
2858,4,1.7805,"arithmetic,bruteforcing,math,"
2859,8,4.0172,"bruteforcing,math,number_theory,"
2860,12,2.5125,"euclidean,math,number_theory,"
2861,18,4.3659,"graphs,greedy,topological_sorting,"
2862,20,2.0106,"dp,game_theory,math,"
2863,3,1.8335,"arithmetic,implementation,math,"
2864,4,1.3358,"arithmetic,greedy,math,string,"
2865,7,2.3079,"greedy,sorting,"
2866,11,2.7333,"binary_search,data_structures,hash_set,sorting,string,"
2867,17,2.1976,"data_structures,stack,"
2869,5,3.2295,"math,"
2870,7,2.9701,"parsing,sorting,string,"
2871,14,2.9205,"greedy,"
2872,9,2.3794,"greedy,"
2873,18,3.5308,"constructive,greedy,implementation,"
2874,17,1.5714,"prefix_sum,sweeping,"
2875,3,2.272,"arithmetic,implementation,math,"
2876,9,2.1089,"dp,"
2877,11,1.6669,"implementation,math,"
2878,14,4.2404,"binary_search,greedy,sorting,"
2879,13,2.2943,"greedy,"
2881,14,2.5,"binary_search,sorting,"
2882,18,1.9524,"math,number_theory,primality_test,sieve,"
2884,3,2.6436,"arithmetic,math,"
2885,9,2.2221,"greedy,math,number_theory,"
2886,15,4.6989,"greedy,implementation,sorting,"
2887,16,2.8602,"graphs,mst,sorting,"
2888,18,1.6842,"dp,"
2889,21,7.1667,"constructive,dfs,eulerian_path,graphs,graph_traversal,"
2890,6,1.994,"implementation,sorting,string,"
2891,6,3.4782,"greedy,implementation,"
2892,10,2.1646,"ad_hoc,bitmask,"
2893,17,2.0685,"inclusion_and_exclusion,"
2896,5,1.8738,"arithmetic,math,"
2897,5,1.2866,"bruteforcing,implementation,"
2898,14,4.4324,
2899,21,2.3898,"dp,"
2900,13,3.0443,"math,number_theory,prefix_sum,"
2902,4,1.2168,"implementation,string,"
2903,3,1.4133,"math,"
2904,13,3.0886,"math,number_theory,primality_test,sieve,"
2905,19,3.6442,"data_structures,deque,sliding_window,"
2906,19,2.0769,"data_structures,dp,inclusion_and_exclusion,segtree,"
2907,21,2.5,"exponentiation_by_squaring,graphs,math,"
2908,4,1.4333,"implementation,math,"
2909,4,2.1619,"implementation,math,"
2910,8,1.9189,"data_structures,hash_set,sorting,"
2911,16,1.7771,"greedy,sorting,"
2912,19,3.8691,"data_structures,mo,offline_queries,randomization,segtree,"
2914,3,1.2514,"implementation,arithmetic,math,"
2915,10,2.3386,"case_work,"
2916,12,3.1847,"math,number_theory,"
2917,14,3.5924,"bfs,dijkstra,graphs,graph_traversal,"
2919,20,4.0278,"data_structures,greedy,priority_queue,string,suffix_array,"
2920,4,1.7752,"implementation,"
2921,3,1.2416,"math,"
2922,11,2.1331,"backtracking,bruteforcing,"
2923,15,2.9476,"greedy,two_pointer,"
2924,16,2.4762,"math,permutation_cycle_decomposition,"
2925,24,3.15,"coordinate_compression,data_structures,lazyprop,math,number_theory,offline_queries,segtree,"
2927,21,3.6566,"data_structures,disjoint_set,hld,offline_queries,segtree,trees,"
2928,23,2.7692,"data_structures,lazyprop,segtree,"
2929,5,1.7164,"implementation,parsing,regex,string,"
2930,5,1.854,"bruteforcing,greedy,implementation,"
2931,13,3.5914,"implementation,simulation,"
2932,9,2.8356,"implementation,math,simulation,"
2933,14,3.9329,"bfs,graphs,graph_traversal,implementation,simulation,"
2934,17,1.8273,"data_structures,lazyprop,segtree,"
2935,3,1.6653,"arithmetic,math,string,"
2936,7,3.3583,"case_work,geometry,implementation,math,"
2937,12,1.825,"bruteforcing,prefix_sum,"
2938,11,3.3618,"case_work,constructive,"
2939,21,5.2317,"dp,graphs,"
2941,6,2.2417,"implementation,string,"
2942,9,2.381,"euclidean,math,number_theory,"
2943,9,2.1111,"implementation,simulation,sqrt_decomposition,"
2944,18,3.2059,"bitmask,dp,dp_bitfield,implementation,simulation,"
2945,19,1.7,"dp,"
2946,19,2.4444,"dp,implementation,simulation,"
2947,5,1.7644,"implementation,simulation,"
2948,4,1.9902,"implementation,"
2949,8,2.1047,"implementation,"
2951,22,1.9091,"inclusion_and_exclusion,"
2953,3,1.492,"arithmetic,implementation,math,"
2954,4,1.4436,"implementation,string,"
2955,14,3.1522,"implementation,"
2956,22,2.0714,"greedy,implementation,"
2957,16,4.0204,"data_structures,tree_set,"
2958,19,4.125,"dijkstra,graphs,"
2959,3,1.3531,"arithmetic,math,"
2960,7,1.7756,"implementation,math,number_theory,primality_test,sieve,"
2961,9,1.8862,"backtracking,bitmask,bruteforcing,"
2962,17,4.7805,"binary_search,"
2963,13,3.2857,"arbitrary_precision,math,"
2964,21,2.1111,"convex_hull,geometry,"
2965,3,1.447,"math,"
2966,4,1.8625,"implementation,"
2967,16,2.9265,"bruteforcing,implementation,"
2968,18,2.25,"implementation,math,"
2969,18,4.1091,"data_structures,dp,"
2974,21,1.92,"bruteforcing,combinatorics,dp,math,number_theory,"
2977,15,3.5856,"binary_search,parametric_search,"
2978,17,6.3939,"dp,greedy,"
2979,4,1.4498,"implementation,simulation,"
2980,7,1.9977,"implementation,math,simulation,"
2981,12,4.8367,"euclidean,math,number_theory,"
2982,14,2.2799,"dijkstra,graphs,"
2983,17,3.6387,"data_structures,linked_list,sorting,tree_set,"
2984,19,2.9474,"dp,sorting,"
2985,3,1.7945,"arithmetic,case_work,implementation,math,"
2986,8,3.4826,"math,number_theory,"
2987,12,2.1262,"geometry,implementation,math,point_in_convex_polygon,polygon_area,"
2988,19,1.381,"graphs,greedy,"
2989,18,4.5652,"dp,"
2990,20,4.3418,"binary_search,data_structures,offline_queries,string,trees,trie,"
2991,3,1.4858,"arithmetic,math,"
2992,8,1.7334,"backtracking,bruteforcing,string,"
2993,6,1.7714,"bruteforcing,implementation,sorting,string,"
2994,16,2.3093,"dp,knapsack,"
2995,17,2.1212,"lis,"
2997,3,1.8178,"arithmetic,implementation,math,"
2998,4,1.5691,"implementation,math,string,"
2999,5,2.3632,"implementation,string,"
3000,11,2.4737,"combinatorics,geometry,math,"
3001,17,2.4483,"dp,parametric_search,"
3002,19,3.1328,"data_structures,lazyprop,segtree,"
3003,1,1.7765,"implementation,arithmetic,math,"
3004,3,1.5039,"implementation,math,"
3005,9,1.814,"implementation,parsing,sorting,string,"
3006,17,1.4933,"data_structures,segtree,"
3007,18,3.4648,"ad_hoc,math,"
3008,17,3.3333,"binary_search,geometry,sorting,"
3009,3,1.3604,"geometry,implementation,"
3010,9,1.6891,"bruteforcing,implementation,"
3011,14,3.2308,"bruteforcing,greedy,"
3012,19,4.7551,"dp,"
3013,14,2.25,"prefix_sum,"
3014,24,3.7826,"articulation,cactus,dp,dp_tree,graphs,trees,"
3015,16,3.8171,"data_structures,stack,"
3017,16,4.4444,"backtracking,greedy,implementation,"
3018,7,2.4054,"data_structures,hash_set,implementation,"
3019,10,2.1029,"bruteforcing,implementation,"
3020,11,2.2659,"binary_search,prefix_sum,"
3023,5,1.688,"implementation,string,"
3024,8,3.0257,"bruteforcing,implementation,"
3025,17,5.9603,"data_structures,dp,implementation,simulation,stack,"
3027,22,2.9231,"data_structures,geometry,geometry_3d,multi_segtree,segtree,sliding_window,sweeping,"
3028,4,1.2836,"implementation,simulation,string,"
3029,3,2.65,"arithmetic,implementation,math,string,"
3030,14,4.4286,"case_work,implementation,parsing,string,"
3031,16,6.3721,"bruteforcing,case_work,"
3032,16,2.038,"dp,game_theory,"
3033,18,3.299,"hashing,rabin_karp,string,suffix_array,"
3034,3,1.3011,"geometry,math,pythagoras,"
3035,5,1.4338,"implementation,string,"
3036,7,1.3056,"euclidean,math,number_theory,"
3037,15,3.087,"dp,prefix_sum,"
3038,18,1.7198,"ad_hoc,constructive,trees,"
3039,20,4.1228,"binary_search,coordinate_compression,data_structures,segtree,"
3040,4,1.4484,"bruteforcing,"
3041,5,1.4337,"implementation,"
3042,9,2.0167,"bruteforcing,geometry,"
3043,17,3.2847,"greedy,sorting,"
3044,18,5.1158,"dfs,dp,graphs,graph_traversal,topological_sorting,"
3045,18,3.73,"data_structures,linked_list,lis,"
3048,7,2.2409,"implementation,simulation,string,"
3049,6,1.3191,"combinatorics,math,"
3050,14,2.2302,"prefix_sum,"
3051,20,2.5,"bruteforcing,geometry,line_intersection,"
3052,4,1.7289,"arithmetic,math,"
3053,3,2.0644,"geometry,math,"
3054,6,1.9476,"implementation,"
3055,12,3.0857,"bfs,graphs,graph_traversal,"
3056,16,3.6331,"bitmask,dp,dp_bitfield,"
3057,18,3.451,"bitset,dp,hashing,prefix_sum,"
3058,3,1.4064,"arithmetic,implementation,math,"
3059,3,1.6504,"implementation,string,"
3060,6,3.1847,"implementation,math,simulation,"
3061,9,1.7122,"greedy,sorting,"
3062,4,1.7127,"arithmetic,implementation,math,string,"
3063,8,2.5427,"geometry,math,"
3064,12,3.0299,"greedy,implementation,"
3066,14,1.2513,"binary_search,lis,"
3067,11,1.2913,"dp,knapsack,"
3071,8,1.5672,"implementation,math,"
3073,18,2.1087,"flow,hungarian,mcmf,"
3075,13,4.7164,"floyd_warshall,graphs,graph_traversal,"
3076,4,1.4545,"implementation,string,"
3077,8,1.8946,"bruteforcing,data_structures,hash_set,"
3078,12,3.2935,"data_structures,queue,sliding_window,"
3079,11,3.9712,"binary_search,parametric_search,"
3080,18,5.2008,"data_structures,recursion,string,trees,trie,"
3083,22,3.5,
3085,9,3.0288,"bruteforcing,implementation,"
3086,15,5.0455,"dp,"
3087,12,2.1429,"math,"
3088,9,2.6354,"greedy,"
3089,13,1.87,"binary_search,data_structures,implementation,simulation,sorting,"
3090,19,3.3313,"binary_search,data_structures,greedy,parametric_search,"
3095,12,2.3951,"bruteforcing,implementation,prefix_sum,"
3096,12,3.5238,"bitmask,bitset,bruteforcing,combinatorics,math,"
3097,7,1.8989,"bruteforcing,geometry,implementation,"
3098,9,2.0222,"graphs,implementation,"
3099,12,1.5,"dp,"
3100,7,2.4493,"bruteforcing,implementation,"
3101,13,3.5632,"implementation,math,"
3102,17,2.1923,"dp,"
3103,21,3.2889,"data_structures,offline_queries,pst,segtree,"
3104,22,3.8333,"dp,string,"
3106,21,2.9677,"data_structures,euler_tour_technique,lca,segtree,trees,"
3108,14,3.2713,"data_structures,disjoint_set,geometry,"
3109,14,3.2402,"dfs,graphs,graph_traversal,greedy,"
3110,13,3.4167,"math,"
3111,17,4.872,"data_structures,deque,implementation,stack,string,"
3113,16,2.6176,"greedy,math,number_theory,primality_test,sieve,"
3114,14,3.1414,"dp,prefix_sum,"
3115,20,2.4286,"data_structures,segtree,sorting,sweeping,"
3116,13,4.2813,"bruteforcing,data_structures,disjoint_set,math,"
3117,15,1.7986,"data_structures,sparse_table,"
3119,20,4.3529,"data_structures,greedy,segtree,sorting,sweeping,"
3121,23,2.2179,"data_structures,geometry,segtree,sorting,sweeping,"
3123,14,2.3333,"geometry,"
3124,14,2.3,"combinatorics,math,"
3126,12,3.2941,"bruteforcing,prefix_sum,"
3128,14,4.7,"bruteforcing,dp,string,"
3129,8,1.5833,"string,"
