,Unnamed: 0.1,problemId,titleKo,titles,isSolvable,acceptedUserCount,level,givesNoRating,averageTries,official,tags
2242,2242,4600,정글의 법칙,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '정글의 법칙', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'The Bridges of San Mochti', 'isOriginal': True}]",True,19,10,False,1.3684,True,"implementation,"
2243,2243,4619,루트,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '루트', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Root of the Problem', 'isOriginal': True}]",True,961,3,False,1.6785,True,"bruteforcing,math,"
2244,2244,4626,가글,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '가글', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Consecutive Digits', 'isOriginal': True}]",True,23,8,False,1.5217,True,"math,number_theory,"
2245,2245,4627,뛰어라 도마뱀,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '뛰어라 도마뱀', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': ""Leapin' Lizards"", 'isOriginal': True}]",True,41,19,False,2.6585,True,"flow,"
2246,2246,4645,힐베르트 곡선,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '힐베르트 곡선', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Hilbert Curve Intersections', 'isOriginal': True}]",True,15,18,False,6.7333,True,"divide_and_conquer,dp,recursion,"
2247,2247,4658,삼각형 게임,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '삼각형 게임', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'The Triangle Game', 'isOriginal': True}]",True,65,11,False,1.6923,True,"backtracking,bruteforcing,"
2248,2248,4659,비밀번호 발음하기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '비밀번호 발음하기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Easier Done than Said?', 'isOriginal': True}]",True,3083,6,False,2.0208,True,"implementation,string,"
2249,2249,4673,셀프 넘버,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '셀프 넘버', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Self Numbers', 'isOriginal': True}]",True,67430,6,False,2.0548,True,"bruteforcing,implementation,math,"
2250,2250,4690,완전 세제곱,"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'Perfect Cubes', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '완전 세제곱', 'isOriginal': False}]",True,1826,3,False,2.5504,True,"bruteforcing,implementation,math,"
2251,2251,4703,그림의 추측,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '그림의 추측', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'A Terribly Grimm Problem', 'isOriginal': True}]",True,4,16,False,9.75,True,"constructive,math,number_theory,"
2252,2252,4706,쌍둥이 역설,"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'A Most Ingenious Pair a’ Twins', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '쌍둥이 역설', 'isOriginal': False}]",False,432,3,False,1.2153,True,"arithmetic,math,"
2253,2253,4716,풍선,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '풍선', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Balloons', 'isOriginal': True}]",True,651,15,False,3.9263,True,"greedy,sorting,"
2254,2254,4732,조옮김,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '조옮김', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'First Composed, Then Transposed', 'isOriginal': True}]",True,159,5,False,1.4403,True,"implementation,string,"
2255,2255,4740,"거울, 오! 거울","[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '거울, 오! 거울', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Mirror, Mirror', 'isOriginal': True}]",True,1346,3,False,1.604,True,"implementation,string,"
2256,2256,4752,HTML 에디터,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'HTML 에디터', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Pasting Strings', 'isOriginal': True}]",True,32,16,False,3.8438,True,"parsing,string,"
2257,2257,4766,일반 화학 실험,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '일반 화학 실험', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'A Simple Question of Chemistry', 'isOriginal': True}]",True,2085,3,False,1.3928,True,"arithmetic,math,"
2258,2258,4771,아름다운 삼각형,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '아름다운 삼각형', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Three Sides Make a Triangle', 'isOriginal': True}]",True,8,7,False,5.0,True,"geometry,"
2259,2259,4779,칸토어 집합,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '칸토어 집합', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Cantoring Along', 'isOriginal': True}]",True,2422,8,False,2.2036,True,"divide_and_conquer,recursion,"
2260,2260,4781,사탕 가게,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '사탕 가게', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Candy Store', 'isOriginal': True}]",True,1247,12,False,4.3761,True,"dp,knapsack,"
2261,2261,4782,분수 뺄셈,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '분수 뺄셈', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Do It Wrong, Get It Right', 'isOriginal': True}]",True,70,14,False,5.0857,True,"bruteforcing,math,"
2262,2262,4792,레드 블루 스패닝 트리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '레드 블루 스패닝 트리', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Red/Blue Spanning Tree', 'isOriginal': True}]",True,812,18,False,2.6207,True,"data_structures,disjoint_set,graphs,mst,"
2263,2263,4796,캠핑,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '캠핑', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Happy Camper', 'isOriginal': True}]",True,8806,5,False,2.5416,True,"greedy,math,"
2264,2264,4797,화학,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '화학', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Chemistry', 'isOriginal': True}]",True,22,14,False,3.0,True,"data_structures,implementation,parsing,stack,string,"
2265,2265,4798,등차수열에 관한 디리클레의 정리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '등차수열에 관한 디리클레의 정리', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': ""Dirichlet's Theorem"", 'isOriginal': True}]",True,17,20,False,11.0588,True,"extended_euclidean,math,number_theory,primality_test,sieve,"
2266,2266,4800,대충 정렬,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '대충 정렬', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Approximate Sorting', 'isOriginal': True}]",True,18,17,False,1.8333,True,"bitmask,bruteforcing,dp,dp_bitfield,"
2267,2267,4802,함수 오버로딩,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '함수 오버로딩', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Function Overloading', 'isOriginal': True}]",True,2,20,False,6.0,True,"ad_hoc,dp,dp_tree,implementation,parsing,string,trees,"
2268,2268,4803,트리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '트리', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Trees', 'isOriginal': True}]",True,3149,12,False,3.1362,True,"data_structures,dfs,disjoint_set,graphs,graph_traversal,trees,"
2269,2269,4806,줄 세기,"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'Count', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '줄 세기', 'isOriginal': False}]",True,1050,3,False,1.561,True,"implementation,"
2270,2270,4811,알약,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '알약', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Pills', 'isOriginal': True}]",True,3190,11,False,1.4859,True,"dp,math,"
2271,2271,4817,괄호,"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'Parenthesis', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '괄호', 'isOriginal': False}]",True,17,15,False,2.5294,True,"parsing,string,"
2272,2272,4821,페이지 세기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '페이지 세기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Page Count', 'isOriginal': True}]",True,357,6,False,2.7787,True,"implementation,parsing,string,"
2273,2273,4822,축구,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '축구', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Soccer', 'isOriginal': True}]",True,11,14,False,2.9091,True,"backtracking,bruteforcing,data_structures,hash_set,implementation,sorting,string,"
2274,2274,4836,춤,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '춤', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Dance', 'isOriginal': True}]",True,82,7,False,3.2927,True,"implementation,parsing,string,"
2275,2275,4839,소진법,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '소진법', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Prime Bases', 'isOriginal': True}]",True,53,7,False,1.6038,True,"implementation,math,number_theory,primality_test,"
2276,2276,4848,집합 숫자 표기법,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '집합 숫자 표기법', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Elementary Additions', 'isOriginal': True}]",True,146,9,False,1.4795,True,"data_structures,dp,hash_set,string,"
2277,2277,4862,마지막 자리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '마지막 자리', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Last Digits', 'isOriginal': True}]",True,49,18,False,2.9184,True,"euler_phi,exponentiation_by_squaring,math,number_theory,"
2278,2278,4880,다음수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '다음수', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'What’s Next?', 'isOriginal': True}]",True,2500,3,False,1.6672,True,"arithmetic,math,"
2279,2279,4881,자리수의 제곱,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '자리수의 제곱', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Sum the Square', 'isOriginal': True}]",True,98,6,False,2.7041,True,"bruteforcing,data_structures,hash_set,implementation,"
2280,2280,4882,정규형,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '정규형', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Normalized Form', 'isOriginal': True}]",True,72,13,False,2.4028,True,"data_structures,stack,trees,"
2281,2281,4883,삼각 그래프,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '삼각 그래프', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Tri graphs', 'isOriginal': True}]",True,1620,10,False,3.8957,True,"dp,"
2282,2282,4884,FIFA 월드컵,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'FIFA 월드컵', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Sometimes, a penalty is good!', 'isOriginal': True}]",True,169,6,False,3.6568,True,"arithmetic,math,"
2283,2283,4888,문시티 건설,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '문시티 건설', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'The Cyber Traveling Salesman', 'isOriginal': True}]",True,11,15,False,3.0,True,"bruteforcing,geometry,line_intersection,tsp,"
2284,2284,4889,안정적인 문자열,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '안정적인 문자열', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Seinfeld', 'isOriginal': True}]",True,1953,10,False,2.1475,True,"data_structures,greedy,stack,string,"
2285,2285,4892,숫자 맞추기 게임,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '숫자 맞추기 게임', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Probability One', 'isOriginal': True}]",True,2624,3,False,1.6646,True,"arithmetic,implementation,math,"
2286,2286,4900,7 더하기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '7 더하기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Adding Sevens', 'isOriginal': True}]",True,233,8,False,2.2747,True,"implementation,string,"
2287,2287,4902,삼각형의 값,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '삼각형의 값', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Adding up Triangles', 'isOriginal': True}]",True,350,14,False,4.2714,True,"bruteforcing,implementation,prefix_sum,"
2288,2288,4907,월쉬 행렬,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '월쉬 행렬', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'I Speak Whales', 'isOriginal': True}]",True,30,13,False,2.0333,True,"bitmask,divide_and_conquer,math,"
2289,2289,4913,페르마의 크리스마스 정리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '페르마의 크리스마스 정리', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Fermat’s Chirstmas Theorem', 'isOriginal': True}]",True,242,12,False,6.0083,True,"math,number_theory,prefix_sum,primality_test,sieve,"
2290,2290,4920,테트리스 게임,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '테트리스 게임', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'The Game of Tetris', 'isOriginal': True}]",True,255,11,False,4.4314,True,"bruteforcing,implementation,"
2291,2291,4921,나무 블록,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '나무 블록', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Wooden Blocks', 'isOriginal': True}]",True,253,7,False,2.4941,True,"data_structures,implementation,"
2292,2292,4924,정수론 싫어,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '정수론 싫어', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Johnny Hates Number Theory', 'isOriginal': True}]",True,52,16,False,2.3462,True,"dp,math,number_theory,prefix_sum,primality_test,sieve,"
2293,2293,4929,수열 걷기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '수열 걷기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'The Double HeLiX', 'isOriginal': True}]",True,151,9,False,2.5497,True,"implementation,"
2294,2294,4933,뉴턴의 사과,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '뉴턴의 사과', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Newton’s Apple', 'isOriginal': True}]",True,54,14,False,2.9444,True,"data_structures,stack,trees,"
2295,2295,4948,베르트랑 공준,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '베르트랑 공준', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': ""Chebyshev's Theorem"", 'isOriginal': True}]",True,30008,9,False,2.6204,True,"math,number_theory,primality_test,sieve,"
2296,2296,4949,균형잡힌 세상,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '균형잡힌 세상', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'The Balance of the World', 'isOriginal': True}]",True,26744,7,False,3.0859,True,"data_structures,stack,string,"
2297,2297,4950,Identically Colored Panels Connection,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'Identically Colored Panels Connection', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Identically Colored Panels Connection', 'isOriginal': True}]",True,13,14,False,1.6154,True,"backtracking,bfs,bruteforcing,dfs,graphs,graph_traversal,implementation,simulation,"
2298,2298,4963,섬의 개수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '섬의 개수', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'How Many Islands?', 'isOriginal': True}]",True,21598,9,False,2.0286,True,"graphs,graph_traversal,bfs,dfs,"
2299,2299,4964,단어 덧셈,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '단어 덧셈', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Verbal Arithmetic', 'isOriginal': True}]",True,23,11,False,2.087,True,"backtracking,bruteforcing,math,string,"
2300,2300,4969,월요일-토요일,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '월요일-토요일', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Monday-Saturday Prime Factors', 'isOriginal': True}]",True,24,10,False,1.25,True,"math,number_theory,primality_test,sieve,"
2301,2301,4970,디지털 회로 개론,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '디지털 회로 개론', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'How can I satisfy thee? Let me count the ways...', 'isOriginal': True}]",True,58,12,False,2.2414,True,"bruteforcing,data_structures,implementation,parsing,recursion,stack,string,"
2302,2302,4991,로봇 청소기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '로봇 청소기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Cleaning Robot', 'isOriginal': True}]",True,2163,15,False,3.2427,True,"bfs,bitmask,bruteforcing,graphs,graph_traversal,"
2303,2303,4994,배수 찾기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '배수 찾기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Find The Multiple', 'isOriginal': True}]",True,139,13,False,2.0,True,"bfs,graphs,graph_traversal,math,"
2304,2304,4995,원과 점,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '원과 점', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Circle and Points', 'isOriginal': True}]",True,33,19,False,2.4242,True,"geometry,"
2305,2305,4998,저금,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '저금', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Savings Account', 'isOriginal': True}]",True,607,4,False,1.7792,True,"arithmetic,implementation,math,simulation,"
2306,2306,4999,아!,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '아!', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Aaah!', 'isOriginal': True}]",True,9431,1,False,1.5803,True,"implementation,string,"
2307,2307,5000,빵 정렬,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '빵 정렬', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Bread Sorting', 'isOriginal': True}]",True,215,19,False,1.786,True,"data_structures,math,segtree,"
2308,2308,5002,도어맨,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '도어맨', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Doorman', 'isOriginal': True}]",True,425,9,False,2.2376,True,"greedy,implementation,"
2309,2309,5004,파워 블로거,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '파워 블로거', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Food Review', 'isOriginal': True}]",True,9,26,False,1.8889,True,"bitmask,dp,dp_bitfield,floyd_warshall,graphs,"
2310,2310,5009,유치원,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '유치원', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Kindergarten', 'isOriginal': True}]",True,78,20,False,1.6282,True,"2_sat,graphs,parametric_search,scc,"
2311,2311,5010,수화물,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '수화물', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Luggage', 'isOriginal': True}]",True,12,18,False,7.0833,True,"math,sorting,sweeping,"
2312,2312,5012,불만 정렬,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '불만 정렬', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Mega Inversions', 'isOriginal': True}]",True,369,17,False,2.2276,True,"data_structures,segtree,"
2313,2313,5014,스타트링크,"[{'language': 'en', 'languageDisplayName': 'en', 'title': 'Elevator Trouble', 'isOriginal': True}, {'language': 'ko', 'languageDisplayName': 'ko', 'title': '스타트링크', 'isOriginal': False}]",True,11007,10,False,3.0082,True,"bfs,graphs,graph_traversal,"
2314,2314,5021,왕위 계승,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '왕위 계승', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Succession', 'isOriginal': True}]",True,304,12,False,2.8487,True,"data_structures,graphs,hash_set,topological_sorting,"
2315,2315,5022,연결,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '연결', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Connect', 'isOriginal': True}]",True,375,15,False,5.1067,True,"bfs,graphs,graph_traversal,"
2316,2316,5025,낙서,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '낙서', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Doodling', 'isOriginal': True}]",True,36,18,False,2.0556,True,"euclidean,math,number_theory,"
2317,2317,5026,박사 과정,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '박사 과정', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Help a PhD candidate out!', 'isOriginal': True}]",True,1411,4,False,1.4118,True,"arithmetic,implementation,math,parsing,string,"
2318,2318,5032,탄산 음료,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '탄산 음료', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Soda Surpler', 'isOriginal': True}]",True,2972,4,False,1.861,True,"arithmetic,implementation,math,"
2319,2319,5042,나무 옮기기,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '나무 옮기기', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Aspen Avenue', 'isOriginal': True}]",True,46,16,False,2.4783,True,"dp,sorting,"
2320,2320,5043,정말 좋은 압축,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '정말 좋은 압축', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Best Compression Ever', 'isOriginal': True}]",True,290,5,False,1.8517,True,"math,"
2321,2321,5044,코드 절도,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '코드 절도', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Code Theft', 'isOriginal': True}]",True,31,19,False,7.871,True,"binary_search,hashing,parametric_search,rabin_karp,string,suffix_array,"
2322,2322,5046,전국 대학생 프로그래밍 대회 동아리 연합,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '전국 대학생 프로그래밍 대회 동아리 연합', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Event Planning', 'isOriginal': True}]",True,563,6,False,2.1687,True,"implementation,"
2323,2323,5051,피타고라스의 정리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '피타고라스의 정리', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Just A Few More Triangles!', 'isOriginal': True}]",True,382,21,False,3.1702,True,"fft,math,"
2324,2324,5052,전화번호 목록,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '전화번호 목록', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Phone List', 'isOriginal': True}]",True,7809,12,False,3.3623,True,"data_structures,sorting,string,trees,trie,"
2325,2325,5054,주차의 신,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '주차의 신', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Optimal Parking', 'isOriginal': True}]",True,2594,4,False,1.2772,True,"implementation,math,"
2326,2326,5060,무글 맵스,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '무글 맵스', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Moogle', 'isOriginal': True}]",True,136,14,False,3.6618,True,"dp,"
2327,2327,5063,TGN,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': 'TGN', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Nasty Hacks', 'isOriginal': True}]",True,8423,3,False,1.4301,True,"arithmetic,math,"
2328,2328,5069,미로에 갇힌 상근,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '미로에 갇힌 상근', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Honeycomb Walk', 'isOriginal': True}]",True,149,11,False,1.4698,True,"dp,"
2329,2329,5073,삼각형과 세 변,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '삼각형과 세 변', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Triangles', 'isOriginal': True}]",True,6745,3,False,1.9672,True,"geometry,implementation,math,"
2330,2330,5086,배수와 약수,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '배수와 약수', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Factors And Multiples', 'isOriginal': True}]",True,22423,3,False,1.5159,True,"arithmetic,math,"
2331,2331,5107,마니또,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '마니또', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Secret Santa', 'isOriginal': True}]",True,210,10,False,1.7952,True,"data_structures,graphs,graph_traversal,hash_set,permutation_cycle_decomposition,"
2332,2332,5175,문제없는 문제,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '문제없는 문제', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Got problems?', 'isOriginal': True}]",True,18,10,False,2.2222,True,"bitmask,bruteforcing,"
2333,2333,5176,대회 자리,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '대회 자리', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Contest Seating', 'isOriginal': True}]",True,2001,4,False,1.4408,True,"implementation,"
2334,2334,5177,출력 형식이 잘못되었습니다,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '출력 형식이 잘못되었습니다', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Format Error!', 'isOriginal': True}]",True,264,9,False,2.6174,True,"parsing,regex,string,"
2335,2335,5178,시간 초과,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '시간 초과', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Time Limit Exceeded', 'isOriginal': True}]",True,19,18,False,6.1053,True,"convex_hull,geometry,implementation,math,parsing,string,"
2336,2336,5179,우승자는 누구?,"[{'language': 'ko', 'languageDisplayName': 'ko', 'title': '우승자는 누구?', 'isOriginal': False}, {'language': 'en', 'languageDisplayName': 'en', 'title': 'Who gets the prizes?', 'isOriginal': True}]",True,92,8,False,1.913,True,"implementation,sorting,"
